Country Name,alphaCode3,SeriesName,SeriesCode,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018
Albania,ALB,"Population, total",SP.POP.TOTL,1608800,1659800,1711319,1762621,1814135,1864791,1914573,1965598,2022272,2081695,2135479,2187853,2243126,2296752,2350124,2404831,2458526,2513546,2566266,2617832,2671997,2726056,2784278,2843960,2904429,2964762,3022635,3083605,3142336,3227943,3286542,3266790,3247039,3227287,3207536,3187784,3168033,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,..
Albania,ALB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,532.02843152625,568.403201603477,593.446745665183,591.032643383924,739.345093272667,908.67454726938,1067.81415577833,1098.48316581368,1065.76739836628,1142.96535512577,1123.96810630449,1096.87322889453,1070.69016441863,1018.1002875264,796.353973775973,1420.61479470727,1161.95167669011,1005.93953033667,1021.39350044285,552.252184819181,418.45358899715,453.64407387777,536.363825095196,596.407959255952,663.783995402449,904.346640328557,694.664802792381,734.849913537668,1414.70378393053,1449.64741324695,1351.23079642883,1578.16591882688,1469.26453867857,1797.52548696885,1722.07284972507,1218.36014605619,1213.12436932179,1617.7441562046,1835.68407241763,1943.34335385842,2205.70392004668,2118.32777605579,2533.25282927106,2309.36650255581,..,..,..,..
Albania,ALB,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1926.59461862655,1722.63461283675,1905.93707184946,2160.90105613423,2347.38940177691,2573.12010452933,2678.0431684116,2851.08786160852,3012.91687537714,3181.50671928539,3438.17662869156,3667.17210963687,3837.88720199011,3851.51319143654,4053.45579085024,4245.75569655343,4250.87106384961,4503.02358296356,4526.8692164833,4665.31678523418,4868.5914378194,4982.01854062327,..
Algeria,DZA,"Population, total",SP.POP.TOTL,11124888,11404859,11690153,11985136,12295970,12626952,12980267,13354197,13744387,14144438,14550034,14960109,15377093,15804428,16247113,16709099,17190239,17690184,18212326,18760761,19337715,19943664,20575701,21228289,21893853,22565905,23241272,23917897,24591492,25257672,25912367,26554329,27181094,27786259,28362253,28904298,29411415,29886839,30335732,30765613,31183660,31592153,31995046,32403514,32831096,33288437,33777915,34300076,34860715,35465760,36117637,36819558,37565847,38338562,39113313,39871528,40606052,41318142,..
Algeria,DZA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,133.08726560749,142.029446007773,157.80387623013,169.630136751065,194.504802443268,218.728779745296,231.710422005786,277.284735623555,312.673883538093,328.322141473282,361.267618628152,403.631448571303,415.012250869583,438.661938581574,463.708413201243,482.374630786129,452.673577447047,478.986797547705,519.010619822761,528.434936105991,529.405205456331,556.63690357717,545.01759304842,548.087629004649,557.079781006963,567.704750009478,572.927769310097,615.577695636288,649.783899966498,680.195974430198,705.934793364669,727.612643532377,783.032358774422,800.704307891519,886.914576373772,858.934010580582,890.814352714554,943.755743391953,863.085973626393,1012.69083578198,1118.50880991021,1231.97009240867,1272.29602403971,1356.26455370835,..,..,..,..
Algeria,DZA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,2855.18144098892,2475.46408819755,1771.13252714043,2177.13004517492,2203.57962750147,2228.85686749111,2044.3633488585,2201.80157358654,2387.25407429783,2546.41411401433,2642.03691622051,2307.1425388992,2872.82820211471,2887.34591944547,3023.13266710427,3068.42390235628,3208.36840054489,3283.33434175637,3467.23921938795,3559.76467163153,3487.80874664188,3477.06059595487,3590.13562759202,3687.18592181111,3769.53154527768,3795.1047937396,3735.68564297677,3606.73384801845,3435.01082226323,3493.52700744974,3428.49554103873,3246.33945122607,3248.6419345023,3149.25518990305,3038.68066327733,3058.66379669249,3115.93429412123,3126.60100884268,3265.18502178662,3298.06568182037,3333.89151082997,3481.89237764993,3591.37626366814,3805.15464011197,3886.84911750877,3986.74362986241,4035.10279420527,4271.16110805965,4347.975927111,4334.92095695408,4452.66978997892,4437.69849806142,4435.77395942797,4446.88719565599,4524.98207551289,4585.89336410739,4769.2876554315,4723.05295222335,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,20013,20486,21117,21882,22698,23520,24321,25116,25885,26614,27292,27916,28492,29014,29488,29932,30321,30689,31102,31673,32457,33493,34738,36160,37688,39241,40837,42450,44047,45593,47038,48375,49593,50720,51803,52868,53929,54941,55901,56770,57521,58175,58731,59117,59264,59118,58650,57903,57030,56227,55637,55320,55230,55307,55437,55537,55599,55641,..
American Samoa,ASM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Population, total",SP.POP.TOTL,13411,14375,15370,16412,17469,18549,19647,20758,21890,23058,24276,25559,26892,28232,29520,30705,31777,32771,33737,34818,36067,37500,39114,40867,42706,44600,46517,48455,50434,52448,54509,56671,58888,60971,62677,63850,64360,64327,64142,64370,65390,67341,70049,73182,76244,78867,80991,82683,83861,84462,84449,83751,82431,80788,79223,78014,77281,76965,..
Andorra,AND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Population, total",SP.POP.TOTL,5643182,5753024,5866061,5980417,6093321,6203299,6309770,6414995,6523791,6642632,6776381,6927269,7094834,7277960,7474338,7682479,7900997,8130988,8376147,8641521,8929900,9244507,9582156,9931562,10277321,10609042,10921037,11218268,11513968,11827237,12171441,12553446,12968345,13403734,13841301,14268994,14682284,15088981,15504318,15949766,16440924,16983266,17572649,18203369,18865716,19552542,20262399,20997687,21759420,22549547,23369131,24218565,25096150,25998340,26920466,27859305,28813463,29784193,..
Angola,AGO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,80.2625103774662,88.5151083168401,101.402041231334,123.355406191157,127.432824743159,55.5626081113561,53.9909787100903,52.4107325241546,54.620014231291,56.663568461013,54.7352065394077,56.3547493904295,59.1044993728076,48.845414091863,56.9325675211768,55.3061032574104,54.1081742743176,53.0659803813941,51.9140691946902,51.7605105262393,53.1328210596517,52.2040399141139,50.7321318074501,49.4173199470194,48.1463514526672,50.1284405069402,68.3280070403694,72.6249293906381,71.5370996665406,75.056608740482,82.434085410898,85.7582712771421,95.4218969027107,87.0361877598497,108.63037655155,143.91188328687,132.681280561997,171.879581349135,188.961667389593,206.34057808996,207.031258871036,219.356355456913,280.402518006919,312.476017317085,..,..,..,..
Angola,AGO,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1717.82818454071,1816.63511918816,2168.44521231823,2176.60050493686,2287.93083501622,2500.80366342457,2632.76675620289,2955.09703085984,3020.69459360931,3261.75519365402,3239.85662184536,3229.65827623748,3416.22234933669,3509.2562658146,3615.50831787348,3591.39363159439,3374.83414922749,3318.88619503896,..
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,55339,56144,57144,58294,59524,60781,62059,63360,64655,65910,67098,68188,69176,70066,70878,71609,72285,72875,73324,73528,73442,73066,72448,71639,70725,69782,68809,67845,67058,66627,66696,67307,68427,69938,71719,73619,75628,77739,79851,81831,83584,85057,86266,87293,88257,89253,90301,91381,92478,93581,94661,95719,96777,97824,98875,99923,100963,102012,..
Antigua and Barbuda,ATG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11842.0432443726,..,..,..,..,..,..,..,..
Argentina,ARG,"Population, total",SP.POP.TOTL,20619075,20953077,21287682,21621840,21953929,22283390,22608748,22932203,23261278,23605987,23973058,24366439,24782949,25213388,25644506,26066975,26477152,26878565,27277741,27684534,28105888,28543364,28993987,29454738,29920904,30388783,30857244,31326473,31795517,32263561,32729739,33193918,33655151,34110917,34558115,34994814,35419682,35833969,36241590,36648068,37057452,37471509,37889370,38309379,38728696,39145488,39558890,39970224,40382389,40799407,41223889,41656879,42096739,42539925,42981515,43417765,43847430,44271041,..
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,870.623729630743,920.47157099827,956.277672798277,986.176142367492,1004.18249528378,1024.20381164862,1073.01115219507,1084.7305867447,1207.78626795741,1234.3676883648,1188.99790508225,1200.35233512383,1250.93626702774,1292.80853279032,1281.55839607002,1323.54658763433,1407.43581315394,1446.52467830606,1315.6328280068,1299.55206792208,1342.92673736195,1405.10437763301,1490.72509542913,1569.67473486329,1641.04315570873,1719.66535442074,1838.89761136982,1957.58519424782,2023.73560319742,2078.28644020102,2109.49604404776,2003.43790355976,2167.7198160795,2279.29182020484,2392.89391410831,2357.95291526127,2438.08991413208,2752.09076907263,2708.93643135549,2847.25684177929,2901.27352075512,2974.69597348146,2943.86978820485,3052.38193674653,..,..,..,..
Argentina,ARG,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,5749.02084607661,5977.22299936151,5823.85887998774,5429.12446527162,5898.26126219489,6419.8316981907,6372.66812496115,6256.6279358971,6348.71561323848,6915.33324372227,6806.59221402458,7417.27256531612,7228.80149946113,7440.86297652167,7720.05278116109,7667.28084337872,7302.63996261624,7631.67289404879,7191.66084246659,7789.82798909161,7789.23984558034,7165.45573332453,6758.62380389765,6965.39160016607,6998.18272518692,6525.84083299597,6881.46835215532,6954.85686449272,6796.91751911542,5968.89267467728,5979.77029126624,6509.82018572376,7007.73010684811,7528.78601188435,7852.00231504713,7506.02628339923,7808.49136254349,8335.90655128979,8530.28832558106,8138.7649211,7981.9251431599,7529.52648564096,6463.22150231526,7044.45993193039,7042.70480523614,7571.88582871967,8822.80462153565,9582.66542393953,9879.68635877544,9143.98808141647,9926.10058873112,10465.4375427943,10305.272501367,10469.3570166584,10113.8326600042,10305.230652966,9982.05679234975,10123.0655352153,..
Armenia,ARM,"Population, total",SP.POP.TOTL,1874120,1941491,2009526,2077575,2144998,2211316,2276031,2339124,2401140,2462925,2525065,2587706,2650484,2712781,2773747,2832757,2889579,2944379,2997411,3049105,3099751,3148092,3193686,3238594,3285595,3335935,3392256,3451942,3504651,3536469,3538165,3505251,3442810,3363098,3283660,3217342,3168215,3133086,3108684,3089017,3069588,3050655,3033897,3017806,3000612,2981259,2958500,2933056,2908220,2888584,2877311,2875581,2881922,2893509,2906220,2916950,2924816,2930450,..
Armenia,ARM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2722.59773074461,2689.67899873647,1962.64098222092,1195.02910709114,1045.47973907165,1050.24582403736,1219.92983430733,1509.05528925794,1308.59231752085,1307.53569824964,1297.56827300602,1269.23562316945,1236.36366033521,1320.49575088657,1440.37283060922,1521.5048407401,1639.68227142133,1772.89489188069,1669.06217548879,1661.02145549515,1726.26455742879,1807.63470060485,1893.52799971686,1933.98396203364,1965.78373282133,..,..,..,..
Armenia,ARM,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,951.160120668282,1036.84456090689,1149.3574816889,1241.26124173177,1303.5994161145,1352.44906421698,1438.11335802723,1590.54284359119,1824.39424244326,2084.6602890541,2307.01330411335,2679.09593540626,3073.89657120711,3551.3453128717,3847.46109883714,3257.40302251688,3377.65579690789,3478.41370525371,3731.03164670754,3913.42392394551,3979.51432048248,4069.66246438616,3990.69213435235,4357.85824994305,..
Aruba,ABW,"Population, total",SP.POP.TOTL,54211,55438,56225,56695,57032,57360,57715,58055,58386,58726,59063,59440,59840,60243,60528,60657,60586,60366,60103,59980,60096,60567,61345,62201,62836,63026,62644,61833,61079,61032,62149,64622,68235,72504,76700,80324,83200,85451,87277,89005,90853,92898,94992,97017,98737,100031,100832,101220,101353,101453,101669,102053,102577,103187,103795,104341,104822,105264,..
Aruba,ABW,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22132.8375776997,..,..,..,..,..,..,..,..
Australia,AUS,"Population, total",SP.POP.TOTL,10276477,10483000,10742000,10950000,11167000,11388000,11651000,11799000,12009000,12263000,12507000,12937000,13177000,13380000,13723000,13893000,14033000,14192000,14358000,14514000,14692000,14927000,15178000,15369000,15544000,15758000,16018400,16263900,16532200,16814400,17065100,17284000,17495000,17667000,17855000,18072000,18311000,18517000,18711000,18926000,19153000,19413000,19651400,19895400,20127400,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22733465,23128129,23475686,23815995,24190907,24601860,..
Australia,AUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1825.62564972412,1947.15253267195,2012.66058462111,2211.68949771689,2417.21142652458,2625.21952932912,2765.08454209939,2969.48893974066,3102.00682821217,3329.60939411237,3609.97841208923,3751.64257555848,3880.92889124991,4230.34379671151,4578.88216862202,4781.61664147412,4901.58911138032,5251.19785794814,5416.28360495891,5665.97767672592,5915.26000544514,6153.34628525491,6391.29002503624,6366.1266185178,6699.56253216675,7007.61517959132,7309.09454127753,7525.685721137,7800.53471407314,8129.10362546389,8527.22808539065,8522.15922240222,8550.32866533295,8701.76034414445,8812.48949873985,8994.35590969456,9108.29556004587,9291.08386887725,9783.44289455401,10036.4577829441,10193.9121808594,10636.3776850564,10813.1227291694,10434.8743930758,10554.8158232062,10458.4501931865,10490.48454191,10972.8917398068,10749.1105547503,10791.5930978208,10726.9281831902,10627.2938650379,10407.7403070759,10220.8873013463,10071.3989785006,..,..,..,..
Australia,AUS,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,19443.4655749993,19486.4407524754,19331.7641101528,20039.9432170786,21071.753535562,21958.1825384893,21877.7284305026,22864.5115672555,23564.4391787458,24586.3450553366,25910.6053810517,26061.4016935825,26745.3878842924,27146.3829942237,27453.2378551462,27627.3274214616,28003.4159756154,28499.4959275695,28289.6822870071,29112.5718163143,29678.8134529303,30389.1566857954,30429.6797671351,29698.3500651336,30579.7730024556,31697.1058635551,32339.4423578816,32632.3779994456,33897.0024512146,34313.723239265,34749.3164368104,33999.275369974,33797.8801935115,35233.763776868,36415.8534718324,36931.9407581255,37818.822632812,38941.6428954957,40387.6218983429,41955.8870550935,43184.4160168543,43455.222892689,44684.0532779932,45406.4365305962,46638.3267175109,47062.2711541554,47567.6148077498,48728.9728973947,49677.0546720414,49876.4888704771,49915.9509646076,50278.4020080226,51894.9891639912,52711.3018270306,53194.5903173651,54019.4175769746,54608.9067376948,54461.2792118057,..
Austria,AUT,"Population, total",SP.POP.TOTL,7047539,7086299,7129864,7175811,7223801,7270889,7322066,7376998,7415403,7441055,7467086,7500482,7544201,7586115,7599038,7578903,7565525,7568430,7562305,7549425,7549433,7568710,7574140,7561910,7561434,7564985,7569794,7574586,7585317,7619567,7677850,7754891,7840709,7905633,7936118,7948278,7959017,7968041,7976789,7992324,8011566,8042293,8081957,8121423,8171966,8227829,8268641,8295487,8321496,8343323,8363404,8391643,8429991,8479823,8546356,8642699,8736668,8797566,..
Austria,AUT,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1814.67601669178,1882.22371085386,2006.77039562045,2124.35918393057,2232.8965042088,2305.35770797766,2375.01273547657,2448.69254404027,2608.62423795443,2814.65464238606,3019.11615856574,3213.12683638198,3404.469207541,3620.56203999017,3769.02971139242,3734.44547317732,4068.190905456,4137.71416264668,4335.05392866328,4541.53793169678,4684.45775994038,4697.36586551737,4730.57007132163,4827.48406156646,5070.99579259701,5280.77715950527,5321.41297372161,5536.14415362107,5716.83424700642,5896.13556780851,6111.47652011957,6347.22009632373,6227.49804896471,6137.26946343196,6205.80490360652,6344.39308740837,6607.2229774104,6620.44786165131,6706.7086768874,6972.18981612858,7076.26948339438,7333.23195262844,7427.65644509121,7695.08003708217,7808.15779213961,7977.68159741774,8244.40195190479,8207.47473897554,8233.01483290985,7944.79609623168,8382.71115445338,8425.16775320399,8548.88219928111,8509.61158033605,8355.84195182134,..,..,..,..
Austria,AUT,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,19508.0432356095,20433.1846978183,21543.5343717697,22462.7107711429,23381.0687519995,23339.2830744388,24411.8447503889,25624.9672546747,25592.7390978051,27045.2508000956,27554.3283235035,27470.0598329904,28036.9628854794,28921.5814047306,28952.0206771699,29685.8529880454,30225.7252532531,30603.7684356832,31732.320189489,32928.7616061266,34152.6958192589,34807.3505230805,35077.1354172315,34997.4025175946,35628.1645626824,36393.4668494788,37324.4875636139,37904.3171151704,39160.3420849362,40069.3710859162,41629.6057300074,41782.7594911933,42606.298431809,42942.6556140445,43895.0829820846,44542.2148431235,46060.1886398984,47461.9771486723,48455.4841927369,46103.3236050384,47250.0083676307,48225.8635870391,48220.2162729991,48028.7078295679,47905.1397587833,47381.4062405728,48246.1362593071,49060.6809886537,..
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,3895396,4030320,4171425,4315128,4456689,4592610,4721525,4843870,4960235,5071930,5180025,5284532,5385267,5483084,5579077,5674137,5768724,5863134,5957929,6053645,6150738,6249320,6349558,6452076,6557585,6666455,6778633,6893500,7010036,7126891,7159000,7271000,7382000,7495000,7597000,7685000,7763000,7838250,7913000,7982750,8048600,8111200,8171950,8234100,8306500,8391850,8484550,8581300,8763400,8947243,9054332,9173082,9295784,9416801,9535079,9649341,9757812,9854033,..
Azerbaijan,AZE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2575.63905573404,2631.13739513134,2276.07694391764,2119.67978652435,1961.82703698828,1951.98438516591,1852.89192322556,1813.67014320799,1936.93921395172,2022.48598540603,2040.4790895311,2106.47006608147,1996.70825200839,2235.45985596483,2281.94787214832,2388.38873430769,2552.28621435433,2118.21052754245,2040.76043544743,1620.3874199013,1603.43137406492,1705.4246326371,2052.65096521176,2092.53652062946,2202.39391828846,..,..,..,..
Azerbaijan,AZE,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1771.87982446004,1403.05336667605,1220.82888168223,1212.4851721918,1283.74854453559,1398.24229223498,1479.42976465809,1554.8874167789,1690.65697559138,1848.42213312009,2038.60932208011,2167.80636006643,2500.72504698462,3219.24958329511,3777.64715398942,4459.09016627986,5174.56597810788,5492.93915114724,5286.97458141176,5450.52239001926,..,..,..,..,..,..
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,109528,115108,121083,127333,133698,140054,146366,152609,158627,164248,169354,173863,177839,181488,185099,188882,192902,197111,201513,206032,210661,215396,220275,225187,230015,234687,239131,243393,247579,251849,256336,261116,266134,271165,275895,280150,283790,286970,290060,293572,297890,303135,309157,315746,322526,329249,335830,342328,348676,354856,360832,366568,372039,377240,382169,386838,391232,395361,..
"Bahamas, The",BHS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29522.1457906739,28214.1206041793,26504.7121215319,25715.1769813441,24980.1823631475,25312.944122117,30084.6070643907,33122.6074784301,27338.969843556,28141.0475775526,30200.2619094115,30958.0617337795,31026.5236109539,31300.4786469498,30395.4686935919,30096.5804661519,30372.9619033957,30457.6456537437,30280.6485246427,29572.9194363144,27609.7195162698,27404.0550727208,27202.8849900032,27850.5583821584,27382.4564262169,26623.9287401712,26650.4129228029,25714.3378494969,25958.7448738087,..
Bahrain,BHR,"Population, total",SP.POP.TOTL,162427,167894,173144,178140,182887,187431,191780,196063,200653,206043,212605,220312,229155,239527,251911,266543,283752,303175,323473,342798,359888,374120,385950,396454,407227,419430,433482,448973,465202,481090,495931,509765,523087,536213,549588,563699,578668,594930,613702,636545,664614,697549,735148,778711,829848,889168,958414,1035891,1114590,1185029,1240862,1278269,1300217,1315411,1336397,1371855,1425171,1492584,..
Bahrain,BHR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,1951.7774792113,1963.736335668,2087.44734414074,2282.55217120332,2626.21790855509,3171.78381121543,3661.25175228828,3746.83512997994,4299.90840086582,4612.54612546125,4848.711643323,5205.33747894805,5589.55137292094,15305.959575372,15926.3762725604,16450.5100557809,14702.4431313242,15363.2185588196,15402.5234363633,15621.1247129137,14214.3929065354,18497.8789379205,21644.3838549233,20477.1574342962,20553.5223585637,20597.3027711918,21105.0039500445,21251.3565215691,20637.975319891,20014.6250304688,20130.4854569356,20016.3776545675,19774.9871261611,18982.9944760968,21325.5537761143,21508.4504191299,20592.9002182662,18492.0015431683,17460.332194402,18038.2669466871,17910.9404984397,17845.4827155775,18687.6953286843,19592.2319490391,..,..,..,..
Bahrain,BHR,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22470.0121252222,21756.0706175886,21147.8787876116,21266.7853177717,21291.222509971,21594.0975170316,21399.7457669805,21562.42938323,20783.9257040437,18793.7814331579,18809.6121717994,17898.2364337016,18253.5457341388,19004.2583672858,18488.1407489061,21273.130473585,21019.4296217315,20986.4579407076,..
Bangladesh,BGD,"Population, total",SP.POP.TOTL,48199747,49592802,51030137,52532417,54129100,55834038,57672990,59620669,61579473,63417394,65047770,66424744,67597470,68691185,69884420,71305923,72999136,74925896,77033846,79236776,81470860,83721268,86007331,88338242,90732362,93199865,95742431,98343809,100975321,103599232,106188642,108727432,111221938,113695139,116182267,118706871,121269645,123854640,126447965,129029691,131581243,134107160,136600667,139019001,141307489,143431101,145368004,147139191,148805814,150454708,152149102,153911916,155727053,157571292,159405279,161200886,162951560,164669751,..
Bangladesh,BGD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,10.688787901087,10.5033516786945,15.1693408695745,16.8564037592356,16.9831614128324,17.2741770532736,18.244693396793,21.4321377644834,20.962488428353,18.6815261309381,22.300187808909,25.2071535622934,28.7191587987454,31.5984279126339,32.6288026275575,36.9219787201768,38.3247307413118,41.3368331852097,49.1702486752025,48.3667547043308,48.9664834537801,58.6485015213455,65.2094721481452,68.9692171353482,75.9012509056868,79.4922752515685,81.248469980616,86.1698327845766,94.2728755352906,101.488629348181,111.694260023104,119.274673819858,125.45767035112,160.25336066937,170.681252736113,190.915464451173,199.8311924931,201.248857117908,219.2420592116,239.830531500607,257.634373156657,274.871958181858,292.750027079806,310.391226127461,..,..,..,..
Bangladesh,BGD,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,324.677653108363,348.888445397535,327.467091859759,337.707580422084,336.641161969529,351.004519832631,358.172397994822,352.358310248164,374.354566094566,372.109479129837,380.817441609935,387.878551009751,386.251704827238,392.831702619126,398.439335460822,397.1955573841,397.814920582138,409.188211175817,413.650713115091,427.44698306954,438.932742080401,448.1791814043,460.596884496899,469.075287609312,480.658298282728,495.190832403867,508.876144034827,526.371705084576,541.622017749349,556.96351029344,573.298789527119,595.688951699738,625.872296499358,666.672932240692,710.050567170863,752.130490102007,782.989428873748,819.045891579121,860.298475728111,909.615126212901,949.386700403766,982.906073613954,1033.78295958766,1088.21382851003,1140.15496721532,..
Belarus,BLR,"Population, total",SP.POP.TOTL,8198000,8271216,8351928,8437232,8524224,8610000,8696496,8785648,8874552,8960304,9040000,9115576,9188968,9257272,9317584,9367000,9411000,9463000,9525000,9584000,9643000,9710000,9776000,9843000,9910000,9975000,10043000,10111000,10140000,10170000,10189000,10194000,10216000,10239000,10227000,10194000,10160000,10117000,10069000,10026738,9979610,9928549,9865548,9796749,9730146,9663915,9604924,9560953,9527985,9506765,9490583,9473172,9464495,9465997,9474511,9489616,9501534,9498264,..
