Country Name,alphaCode3,SeriesName,SeriesCode,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018
Puerto Rico,PRI,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,9712.14213580031,10341.6650326218,10899.8905578378,11278.0522266847,11743.3759334416,12726.1606140118,13538.7060514453,14217.8550412294,14573.4047962865,14931.6215930732,14935.2448910425,14503.9296300922,12961.8010039688,14859.8490321891,15275.9466104279,15946.204916701,16081.4539575687,16052.1528418652,15343.4282449855,14682.2151768177,14958.2862561547,15199.6358955717,15364.3636931262,15791.0052616274,16218.4468551705,16958.2054226578,15520.322617152,15870.8412956161,15728.885583879,16213.2616175466,16391.3918328431,17957.9013184118,16810.8038836679,17566.1266617395,17034.3887209058,18399.5827225235,19245.3340158332,18285.9989441627,17810.3777065771,17521.3967054845,19861.0711842342,19437.5810224971,19497.2829179291,19919.4090128911,19021.1213114088,17930.909593144,17276.4122234837,17238.230368741,18432.5606462062,18680.0567060958,18674.5180571769,18620.3027604846,18832.2078041624,18807.8807005561,..
Qatar,QAT,"Population, total",SP.POP.TOTL,47384,51421,56263,61717,67567,73633,79844,86295,93201,100874,109514,119424,130534,142241,153704,164413,173836,182443,192093,205313,223775,248144,277396,309479,341455,371081,397932,422341,443794,461870,476445,487491,495517,501566,507095,513455,522304,534608,550430,569447,592267,616886,645659,688586,758855,864863,1010382,1189633,1389342,1590780,1779676,1952054,2109568,2250473,2374419,2481539,2569804,2639211,..
Qatar,QAT,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,2637.66077170418,3033.6923713362,2952.73514668766,2992.7653151512,3801.40256549056,4136.08228445201,4976.89689382437,6314.64967489705,8703.78397860827,9710.64685509999,9929.7182281256,10010.959062135,9515.9930076031,9556.1640626144,10062.4930944996,10273.111988983,9828.5508629283,9623.83448176406,9513.49946954771,9587.67538750538,8986.83257742194,9834.17319688326,10365.5351439292,10757.3531586784,10739.0131559728,11837.9334640363,12078.0085595427,13800.1199062551,14027.6443637424,14353.3237543203,15006.0140771553,15760.641453151,16228.9096786749,16231.0322788939,15467.1896011276,15702.9717473193,15192.920841974,14457.2034819361,14232.640591408,14821.2371240608,14761.374429191,15462.407469207,14445.4076987371,15309.4293804084,..,..,..,..
Qatar,QAT,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58762.3789815936,61195.7958508037,54861.662550311,62631.7601189559,62692.1517674576,62515.5653633047,59694.5836906853,63033.142790357,65826.1205312929,64734.2363350607,64282.8604136552,63960.8836237862,65194.6022875694,65051.0401371175,64544.4312734747,..
Romania,ROU,"Population, total",SP.POP.TOTL,18406905,18555250,18676550,18797850,18919126,19031576,19215450,19534242,19799831,20009141,20250398,20461567,20657957,20835681,21029429,21293583,21551634,21756096,21951464,22090488,22242653,22415169,22515389,22588790,22655940,22755427,22859269,22949430,23057662,23161458,23201835,23001155,22794284,22763280,22730211,22684270,22619004,22553978,22507344,22472040,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815481,19702332,19583986,..
Romania,ROU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,1632.08418983746,1786.72072945064,1906.92111287363,2018.98016346521,2214.61085248077,2418.74931617714,2550.1358331936,2664.74254291194,2694.10073693257,2872.09443945378,2946.26375558444,2922.09030898822,2971.16401542535,3077.86832062585,3129.8907289237,3315.72282560742,3275.68048531053,3392.62497646119,3412.00454651862,2924.5962657695,2521.00383654647,2319.57274902778,2272.12422814287,2234.73508450933,2328.79435838138,2430.3015287499,2250.99980145409,2107.44546313417,1935.5608124585,1987.66018990979,2066.78393292599,2079.79606171898,2237.93781553129,2295.57050548981,2365.41956412583,2446.28607665653,2529.90688781899,2605.8197354887,2390.57474297148,2550.8632914192,2639.03343377907,2604.24313747583,2494.53391823023,2584.41178726443,..,..,..,..
Romania,ROU,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5335.51558074655,4702.29519890033,4314.4441086655,4378.62946302428,4561.16791044259,4887.33704500761,5083.43375202848,4848.52893256639,4743.7230688148,4729.9843592212,4872.455363572,5221.338294143,5573.07321269094,5850.34452710827,6254.4139182351,6633.08946284458,7173.50357381187,7770.95537537198,8619.11579445635,8268.79409455064,8084.68738295488,8273.24425639083,8478.18000005639,8764.63938014878,9189.40197492036,9471.39227749346,9948.94593971763,10729.5777813065,..
Russian Federation,RUS,"Population, total",SP.POP.TOTL,119897000,121236000,122591000,123960000,125345000,126745000,127468000,128196000,128928000,129664000,130404000,131155000,131909000,132669000,133432000,134200000,135147000,136100000,137060000,138027000,139010000,139941000,140823000,141668000,142745000,143858000,144894000,145908000,146857000,147721000,148292000,148624000,148689000,148520000,148336000,148375726,148160042,147915307,147670692,147214392,146596557,145976083,145306046,144648257,144067054,143518523,143049528,142805088,142742350,142785342,142849449,142960868,143201676,143506911,143819666,144096870,144342396,144496740,..
Russian Federation,RUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6673.17859358563,6541.17100871999,6107.4793696911,5724.09103151091,5190.72915543091,5101.55549297868,5016.44701207631,4935.62170681902,4848.03037287859,4998.83870049879,5198.41676772804,5274.37772117779,5304.43172337096,5478.14413000497,5633.8557460889,5770.11233595262,6098.53812310377,6286.0505362386,6399.68446645302,6095.3805748492,6409.89521772674,6485.76084470892,6617.13624077975,6539.21120216991,6602.65752529282,..,..,..,..
Russian Federation,RUS,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9533.11665614308,9023.74324522695,7643.52660343899,6996.73689856242,6161.68114684559,5883.22760160818,5651.21777467602,5701.39220567456,5301.84633398232,5678.6227340494,6335.56958674053,6774.99564961346,7095.49700522227,7562.24483719752,8200.92922125936,8723.78706927049,9408.02235905448,10296.3794719634,10765.5334662047,9905.15010644706,10345.2474965438,10880.556608126,11240.8309408224,11370.7835982707,11277.0634356892,11021.285499512,10991.0259246606,11183.4465999537,..
Rwanda,RWA,"Population, total",SP.POP.TOTL,2933428,2996096,3050604,3102972,3161724,3232934,3319082,3418317,3527263,3640591,3754541,3868337,3983700,4102321,4226799,4359092,4499509,4647615,4803725,4968074,5140716,5315032,5489322,5673614,5881906,6120107,6407672,6732131,7030179,7216028,7235798,7051759,6701851,6299909,6005095,5928078,6115168,6522382,7059813,7593239,8025703,8329406,8536205,8680346,8818438,8991735,9206580,9447402,9708169,9977446,10246842,10516071,10788853,11065151,11345357,11629553,11917508,12208407,..
Rwanda,RWA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rwanda,RWA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,335.949680238807,329.880506894217,321.272965439773,320.296681137631,315.270208301523,300.040283653172,347.411933888035,343.126432225683,362.423843894081,392.794130015374,414.835092880424,424.6236339909,419.02049112431,428.070392023571,394.769335766105,394.422372466905,397.123217052279,377.683714927579,378.123393914507,368.717129309351,358.705838907356,358.341154920298,399.492806439265,389.613412124776,203.806932124566,281.364436548356,303.876980993141,324.545325356522,326.202840755842,316.823710814579,324.017715212166,337.19374457707,373.299000145261,373.565806516975,395.163661396266,426.09443380477,454.829317794049,479.708760576102,517.70361444455,535.4422754694,559.217420106051,586.542085105332,619.366995803121,629.262493614021,657.33296112956,696.560112101208,719.460695902369,746.994354490521,..
Samoa,WSM,"Population, total",SP.POP.TOTL,108646,112119,115788,119561,123354,127068,130688,134193,137506,140518,143176,145439,147321,148889,150221,151387,152390,153247,154007,154760,155557,156428,157403,158384,159283,160031,160592,161015,161421,161998,162866,164076,165570,167207,168788,170157,171283,172198,172981,173755,174610,175566,176582,177662,178781,179929,181094,182286,183526,184826,186205,187665,189194,190757,192290,193759,195125,196440,..
Samoa,WSM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3346.72705487953,..,..,..,..,..,..,..,..
San Marino,SMR,"Population, total",SP.POP.TOTL,15397,15789,16199,16621,17032,17441,17835,18229,18589,18895,19138,19303,19398,19466,19562,19735,19980,20296,20660,21030,21361,21666,21943,22210,22455,22708,22961,23210,23466,23740,24043,24386,24749,25141,25516,25877,26209,26508,26799,27096,27418,27762,28121,28494,28866,29240,29614,29977,30351,30723,31110,31504,31914,32303,32657,32960,33203,33400,..
San Marino,SMR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,64253,64551,64432,64177,64212,64796,66063,67873,70046,72241,74253,75988,77537,79022,80670,82607,84885,87434,90089,92649,94949,96950,98706,100318,101915,103634,105474,107415,109470,111627,113893,116294,118816,121407,123973,126454,128821,131107,133418,135886,138606,141622,144889,148372,151969,155630,159328,163101,166913,170813,174776,178800,182889,187045,191266,195553,199910,204327,..
Sao Tome and Principe,STP,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1133.1328517616,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,4086539,4218879,4362864,4516659,4677404,4843635,5015204,5194846,5387486,5599628,5836389,6100994,6393894,6714095,7059334,7428703,7818613,8231604,8679840,9179621,9740599,10366661,11048080,11763837,12484967,13189115,13869012,14525660,15155223,15755944,16326815,16867829,17378833,17859750,18311090,18735841,19131578,19505576,19882458,20294406,20764312,21303592,21906308,22556425,23228890,23905654,24578301,25252569,25940770,26661492,27425676,28238020,29086357,29944476,30776722,31557144,32275687,32938213,..
Saudi Arabia,SAU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,323.717741731921,357.997802278236,414.650075698959,502.030361504357,533.74054663378,725.576262695187,836.046048862409,1108.77619863961,1605.62184430054,1961.17302436945,2236.01408399484,2641.09238890377,2719.01081254356,3036.21146936151,3054.10939248009,3381.71168934024,3636.2547381668,3735.67581288642,3837.53585313581,3994.8391648953,4098.74916327406,4373.13598674894,4719.49495373675,4809.43515650898,4904.45024592171,4942.14329837298,5102.18206322131,5444.19608481004,5585.08586060612,5637.55736284448,5919.09570930574,6021.46194602943,6472.56823720958,6326.08790174649,6590.28194752589,6820.48771393922,6923.85000512225,7188.99246244425,7468.3367307426,7973.51357902719,8023.5441436758,8522.89614680862,8816.3172399477,9444.21566403336,..,..,..,..
Saudi Arabia,SAU,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18321.6885120456,17697.3420097566,16703.0905193037,17999.3038322899,18920.9023346168,19451.3982630509,19492.3764263184,19425.8848486498,20177.5414037116,19207.0811012601,19516.4365927267,20906.8327169173,21365.6779042625,21337.9405257796,21570.3484693268,22036.7244845878,21798.472960132,21077.3300675009,..
Senegal,SEN,"Population, total",SP.POP.TOTL,3206749,3295293,3386863,3481745,3580312,3682876,3789211,3899237,4013539,4132844,4257505,4388458,4525114,4664444,4802348,4936209,5064674,5189539,5315265,5448110,5592646,5750338,5920059,6100495,6289327,6484738,6686159,6893896,7107976,7328600,7555617,7789653,8029725,8272170,8512173,8746606,8974077,9196528,9418393,9645957,9884052,10134497,10396861,10670990,10955944,11251266,11556763,11873557,12203957,12550917,12916229,13300910,13703513,14120320,14546111,14976994,15411614,15850567,..
Senegal,SEN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,73.8300332371872,74.6942507967755,80.1810462297328,79.7526543265919,83.0596921645741,86.4813806377271,91.7229834865872,97.2670224344412,102.053739737267,102.813587700706,105.90681799922,95.7760725019801,105.237361886208,109.709671638953,103.936350242678,101.403511343359,103.134715116097,104.249085815709,100.292006658843,103.234454578627,102.186836820588,108.721033410235,103.842159916926,109.372777080541,108.613558219039,109.314863244432,116.674466711785,121.252107445506,117.354866914708,101.678947055317,123.34109921785,145.71705825441,125.94895131567,138.463650416614,157.937782290455,157.137426803682,181.158855766642,158.309309021656,189.069850434036,199.129327917614,199.685585422351,210.74887877291,210.193536690387,223.496163338778,..,..,..,..
Senegal,SEN,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,1281.63218618629,1165.54044072243,1223.94608770981,1185.03642632791,1221.21355168779,1109.98949167129,1120.32529963517,1168.49785320067,1248.14730738276,1188.20636906622,1108.76573228522,1161.88525511608,1090.98701094444,1108.46991550226,1162.46443485929,1068.87564387585,1066.09288852478,1069.033404775,1071.12344352279,1102.10563415745,1060.24710834346,1072.73762308434,1038.55678213619,1032.53926549382,1024.05423886174,997.744047669228,969.959058683501,996.887101479121,1004.21446250093,1009.23257103321,1047.23228503286,1081.32606457001,1087.67198169994,1112.62249750792,1088.59717863501,1136.29314918711,1174.24106069107,1208.57419799126,1208.87219777223,1234.87457628408,1253.15119730727,1234.54112053311,1243.79124711026,1217.81676015265,1241.53323930709,1238.11852452686,1278.1463963576,1315.9177387672,1351.72663164888,1408.09861075923,..
Serbia,SRB,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7586000,7595636,7646424,7699307,7734639,7625357,7617794,7596501,7567745,7540401,7516346,7503433,7496522,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7234099,7199077,7164132,7130576,7095383,7058322,7020858,..
Serbia,SRB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4628.65805431057,4411.4804869533,4274.54716086892,3479.53393727513,3411.14821260566,3789.98648850146,4132.5612112903,4291.31780539488,4302.99911003872,3979.36396220838,4198.71570574319,4434.37024092839,4480.34435168736,4332.67906238959,4258.25156833764,3921.90645886198,4040.44002019006,4159.13722524679,4291.84315793455,4224.39766544863,4358.81217362396,4489.57085049569,4386.5345515821,4444.22297076603,4271.7446669105,..,..,..,..
Serbia,SRB,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3478.39483549529,3562.57124520028,3131.15272063462,3405.66223936603,3583.67976057752,3824.36278024108,3993.1440277919,4355.11991174316,4593.35971953764,4831.47745636775,5100.93268735654,5356.67773252783,5271.06924389174,5289.4548733549,5404.20641925265,5310.47866398064,5432.75322004049,5361.77397452398,5373.02027347194,5490.79606771299,5552.34133787296,..
Seychelles,SYC,"Population, total",SP.POP.TOTL,41700,42889,44042,45176,46322,47500,48699,49911,51134,52365,53600,54695,56029,56892,57937,59292,60504,61786,62150,62686,63261,64035,64413,64335,64717,65244,65652,68499,68755,69167,69507,70439,70763,72253,74205,75304,76417,77319,78846,80410,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677,95843,..
Seychelles,SYC,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10200.6075350849,..,..,..,..,..,..,..,..
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,2297110,2329204,2363013,2398414,2435204,2473294,2512652,2553529,2596568,2642608,2692259,2745779,2803031,2863739,2927468,2993876,3062956,3134800,3209263,3286179,3365441,3445277,3525399,3608751,3699467,3799550,3912438,4034668,4152984,4249468,4312246,4337239,4331332,4307299,4283621,4274819,4282350,4305455,4353646,4437803,4564297,4739147,4957216,5199549,5439695,5658379,5848692,6015417,6165372,6310260,6458720,6611692,6766103,6922079,7079162,7237025,7396190,7557212,..
Sierra Leone,SLE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,266.91305435352,323.111388998118,338.249337212744,343.646819084333,344.9089668777,348.898373097404,391.972830370604,413.92205073199,421.46028679748,403.557563562835,408.554212167241,481.843329776614,547.50638137841,551.33564207821,431.188319096184,404.408635069856,448.157518184244,..
Singapore,SGP,"Population, total",SP.POP.TOTL,1646400,1702400,1750200,1795000,1841600,1886900,1934400,1977600,2012000,2042500,2074500,2112900,2152400,2193000,2229800,2262600,2293300,2325300,2353600,2383500,2413945,2532835,2646466,2681061,2732221,2735957,2733373,2774789,2846108,2930901,3047132,3135083,3230698,3313471,3419048,3524506,3670704,3796038,3927213,3958723,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,..
Singapore,SGP,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,1154.81092337546,1371.02769002044,1599.17920656635,1634.22728495829,1728.10041545125,1884.62041599442,2073.7109190212,2368.28687967369,2529.47346339417,2718.37179388926,2778.70449516056,2814.31917130241,3045.80910318713,3255.59316028974,3444.13307665289,3693.60493426986,4088.59916916205,4398.98977832183,4639.18774465599,4983.0463530953,5104.8090273846,5236.63926495141,5499.97268725153,5842.56202311287,6069.21934591685,6312.68552299504,6829.22562945893,6965.7540856582,7187.67137786604,7575.43595438502,7516.16960028149,7756.31892144302,8113.5873060003,8314.32532116821,8678.16816784434,8720.02208405801,8706.57906694396,8401.04839529561,8114.36744885739,8679.99335005275,8651.75527539466,8673.98521620115,8680.60636076487,8844.68759301201,..,..,..,..
Singapore,SGP,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,3481.11078133023,3640.54055194876,3791.4499851652,4089.84931163561,3875.36020088066,4070.9255666871,4394.71774877307,4787.09400806954,5304.40274139414,5917.1147821189,6576.78106300948,7149.09857891641,7958.37657436912,8502.94740417308,8848.33631364101,9485.62843030074,9902.33610889114,10430.5075376228,11310.609387127,12203.7523192872,12611.4412102976,13235.06027217,13676.4878862802,14996.0995594949,16368.7338462923,16469.6087129922,16574.4255918066,17612.8531900294,19322.9316877102,20830.4730886218,21961.0424090838,22653.7172379612,23912.7558186099,25459.5605767708,27974.6974381994,29216.3964599225,29738.6961021842,31968.7998216773,30068.1377656449,31540.2777475352,33181.7537038842,31853.1399289965,32309.7734148321,34023.9919842373,35377.4928795716,37279.2014011076,40673.0672605691,42740.2261271364,40756.4024586538,39229.2801759965,46304.6596973729,47321.4894217329,47312.5707001412,49099.7195380106,51065.41874841,50865.877051246,50662.5143649691,53295.4045310379,..
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31240,31084,30519,30600,30777,31472,32488,33011,33441,33811,33964,34238,34056,33435,34640,36607,37685,38824,39969,41109,..
Sint Maarten (Dutch part),SXM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,4068095,4191667,4238188,4282017,4327341,4370983,4411666,4449367,4483915,4518607,4538223,4557449,4596622,4641445,4689623,4739105,4789507,4840501,4890125,4938973,4979815,5016105,5055099,5091971,5127097,5161768,5193838,5222840,5250596,5275942,5299187,5303294,5305016,5325305,5346331,5361999,5373361,5383291,5390516,5396020,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,..
Slovak Republic,SVK,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,2696.68404407817,2829.46911884423,3026.21274193705,3138.20535254113,3111.76899435653,3260.46083657462,3413.48963671322,3468.62299020986,3806.45935906108,4358.59565064164,4411.78962561589,4439.28002201342,4520.84271493298,4624.05918983003,4841.36443172184,4941.62505646114,5085.16439331858,5150.46291887626,5266.16858183809,5542.17090281962,5115.12278972276,4699.13757093287,4570.4424441417,4582.58196134882,4925.96138119384,5150.40772432747,5068.08938992895,4682.2975759649,5028.70634282304,4955.9078964949,5027.45280744067,5051.59838955891,5021.79822212264,5097.83555585338,4932.80328141323,5153.12148361062,5272.37078254061,5294.43509883286,4954.13825099705,5201.40489681027,5347.52622266219,5137.78901796904,5202.46728807607,5137.07383519398,..,..,..,..
Slovak Republic,SVK,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11858.9894731435,12827.5159663605,13882.2120541471,15387.187272537,16433.7388281758,15710.8407516496,16228.3418027079,16433.7382864448,16975.3759002993,17379.4109967458,17782.6122820257,18280.3139481817,18948.6041874077,19502.3894705994,..
Slovenia,SVN,"Population, total",SP.POP.TOTL,1584720,1594131,1603649,1616971,1632114,1649160,1669905,1689528,1704546,1713874,1724891,1738335,1752233,1766697,1776132,1793581,1820249,1842377,1862548,1882599,1901315,1906531,1910334,1922321,1932154,1941641,1965964,1989776,1995196,1996351,1998161,1999429,1996498,1991746,1989443,1989872,1988628,1985956,1981629,1983045,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066388,..
Slovenia,SVN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5334.90544555719,5087.45246767952,4943.1554652196,4950.93249842098,5240.16018553937,5312.90454863428,5365.50828008054,5434.66219795403,5574.7064662457,5675.61502638619,5777.99565091695,6006.34519040591,6380.95190345595,6578.0342360426,6830.70507337963,6917.8604670693,7123.53777129338,7137.82417514898,6920.244039032,6104.42184491699,6510.84188436593,6753.07366418182,6718.97505248744,6779.28088650566,6727.99930164211,..,..,..,..
Slovenia,SVN,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20993.1703403592,21898.2787291125,22991.3672857105,24183.2513815903,24857.8902802671,22933.0151050853,23124.0571670147,23221.9148299745,22514.2243555612,22275.1161995882,23013.9761241731,22986.2295493754,23811.9627756842,25203.1821760617,..
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,117866,121396,125064,128866,132782,136847,141026,145351,149921,154875,160290,166212,172598,179349,186332,193445,200640,207937,215347,222897,230607,238479,246493,254596,262709,270801,278838,286863,294964,303253,311840,320753,329953,339456,349225,359225,369469,379947,390643,401538,412609,423853,435262,446769,458324,469885,481422,492940,504477,516079,527790,539614,551531,563513,575504,587482,599419,611343,..
Solomon Islands,SLB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
